unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
56.0394287109375,56.048583984375,"[3 4 3 3]","[9 8 4 9]"
83.0291748046875,83.038330078125,"[4 9 7 3]","[8 3 2 2]"
63.7298583984375,63.739013671875,"[1 3 5 0]","[4 9 9 9]"
30.029296875,30.0384521484375,"[9 7 4 9]","[3 3 3 3]"
61.6058349609375,61.614990234375,"[3 8 5 7]","[2 3 2 2]"
154.57763671875,154.5867919921875,"[4 3 9 0]","[3 9 2 4]"
89.1448974609375,89.154052734375,"[9 0 7 3]","[2 5 2 9]"
83.660888671875,83.6700439453125,"[9 9 1 6]","[2 3 3 9]"
90.325927734375,90.3350830078125,"[4 5 2 4]","[8 9 5 5]"
58.6944580078125,58.70361328125,"[9 7 9 9]","[3 3 5 3]"
