unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
51.617431640625,51.6265869140625,"[8 6 8]","[4 9 3]"
52.5054931640625,52.5146484375,"[9 8 8]","[3 4 3]"
31.0821533203125,31.09130859375,"[9 8 7]","[3 3 3]"
94.1802978515625,94.189453125,"[0 5 3]","[3 8 2]"
84.283447265625,84.2926025390625,"[4 3 9]","[8 4 2]"
91.9830322265625,91.9921875,"[5 3 0]","[2 9 4]"
57.6324462890625,57.6416015625,"[2 1 2]","[3 4 3]"
51.89208984375,51.9012451171875,"[6 8 9]","[0 3 3]"
86.1602783203125,86.16943359375,"[3 9 7]","[9 2 9]"
76.3916015625,76.4007568359375,"[9 4 6]","[2 8 0]"
