unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
79.94384765625,79.9530029296875,"[2 2 7]","[5 3 2]"
83.203125,83.2122802734375,"[3 8 2]","[9 3 5]"
88.714599609375,88.7237548828125,"[8 2 5]","[4 3 2]"
80.126953125,80.1361083984375,"[3 0 6]","[0 4 9]"
56.671142578125,56.6802978515625,"[9 0 5]","[3 3 9]"
88.6688232421875,88.677978515625,"[4 5 3]","[8 2 0]"
30.6427001953125,30.65185546875,"[2 8 0]","[3 3 3]"
66.064453125,66.0736083984375,"[1 2 1]","[4 5 3]"
60.333251953125,60.3424072265625,"[0 3 3]","[5 2 0]"
56.7169189453125,56.72607421875,"[4 7 3]","[3 9 9]"
