unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
133.60595703125,133.612060546875,"[3 4]","[4 3]"
49.981689453125,49.98779296875,"[6 9]","[9 2]"
54.595947265625,54.60205078125,"[2 6]","[3 9]"
30.169677734375,30.17578125,"[3 3]","[4 2]"
55.828857421875,55.8349609375,"[8 0]","[4 3]"
52.496337890625,52.50244140625,"[0 8]","[2 3]"
55.31005859375,55.316162109375,"[4 2]","[3 0]"
123.86474609375,123.870849609375,"[9 3]","[3 9]"
36.639404296875,36.6455078125,"[5 1]","[9 9]"
59.24072265625,59.246826171875,"[1 3]","[4 2]"
