unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
97.8607177734375,97.869873046875,"[1 2 0 5]","[9 9 3 8]"
118.121337890625,118.1304931640625,"[4 7 5 1]","[3 2 9 4]"
83.7890625,83.7982177734375,"[7 9 7 2]","[3 2 6 3]"
80.8135986328125,80.82275390625,"[1 8 8 6]","[4 3 3 9]"
112.5457763671875,112.554931640625,"[1 4 6 5]","[4 3 9 2]"
165.9576416015625,165.966796875,"[0 2 3 8]","[3 3 0 4]"
117.718505859375,117.7276611328125,"[2 4 5 3]","[3 3 8 0]"
53.0364990234375,53.045654296875,"[6 8 4 8]","[3 3 8 3]"
91.1407470703125,91.14990234375,"[3 0 1 5]","[0 4 4 9]"
103.472900390625,103.4820556640625,"[7 9 5 4]","[2 2 9 5]"
