unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
52.899169921875,52.9052734375,"[9 3]","[3 0]"
63.37890625,63.385009765625,"[3 5]","[0 2]"
54.071044921875,54.0771484375,"[3 6]","[2 9]"
52.606201171875,52.6123046875,"[4 6]","[3 9]"
53.411865234375,53.41796875,"[8 3]","[3 9]"
50.96435546875,50.970458984375,"[6 9]","[9 3]"
55.95703125,55.963134765625,"[6 0]","[0 3]"
56.036376953125,56.04248046875,"[7 8]","[2 4]"
56.11572265625,56.121826171875,"[6 1]","[1 4]"
30.462646484375,30.46875,"[3 3]","[4 9]"
