unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
31.09130859375,31.1004638671875,"[6 7 2]","[9 9 9]"
52.7252197265625,52.734375,"[7 8 9]","[6 3 3]"
86.16943359375,86.1785888671875,"[8 3 5]","[5 2 9]"
99.261474609375,99.2706298828125,"[4 8 3]","[8 3 2]"
31.0821533203125,31.09130859375,"[9 7 8]","[3 3 3]"
84.2010498046875,84.210205078125,"[1 6 0]","[4 9 2]"
52.4688720703125,52.47802734375,"[9 6 8]","[5 3 3]"
109.1766357421875,109.185791015625,"[3 2 8]","[2 3 3]"
66.5313720703125,66.54052734375,"[5 5 7]","[8 9 2]"
60.2874755859375,60.296630859375,"[3 1 9]","[2 3 2]"
