unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
57.318115234375,57.32421875,"[9 2]","[3 5]"
50.62255859375,50.628662109375,"[1 8]","[4 3]"
57.080078125,57.086181640625,"[4 0]","[8 9]"
57.586669921875,57.5927734375,"[0 2]","[9 0]"
132.21435546875,132.220458984375,"[9 3]","[3 9]"
52.105712890625,52.11181640625,"[3 4]","[9 3]"
58.709716796875,58.7158203125,"[2 7]","[9 2]"
145.73974609375,145.745849609375,"[9 3]","[3 9]"
54.461669921875,54.4677734375,"[7 8]","[2 3]"
51.959228515625,51.96533203125,"[8 7]","[3 2]"
