unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
54.4097900390625,54.4189453125,"[2 7 8]","[9 9 3]"
53.1646728515625,53.173828125,"[4 8 6]","[3 3 1]"
54.5745849609375,54.583740234375,"[0 9 6]","[3 2 3]"
52.77099609375,52.7801513671875,"[8 9 9]","[3 3 2]"
89.8773193359375,89.886474609375,"[7 0 1]","[3 5 4]"
79.8614501953125,79.87060546875,"[9 8 4]","[5 4 3]"
75.8697509765625,75.87890625,"[6 0 9]","[9 9 2]"
80.145263671875,80.1544189453125,"[1 8 3]","[4 3 9]"
56.72607421875,56.7352294921875,"[7 4 4]","[2 5 3]"
85.9130859375,85.9222412109375,"[4 6 3]","[8 9 2]"
