unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
26.312255859375,26.318359375,"[8 4]","[3 3]"
55.712890625,55.718994140625,"[2 3]","[5 9]"
55.5419921875,55.548095703125,"[2 4]","[5 3]"
50.64697265625,50.653076171875,"[9 8]","[5 3]"
27.191162109375,27.197265625,"[6 3]","[9 9]"
30.169677734375,30.17578125,"[9 3]","[2 2]"
31.72607421875,31.732177734375,"[7 3]","[9 9]"
63.433837890625,63.43994140625,"[3 5]","[9 2]"
31.195068359375,31.201171875,"[3 7]","[9 9]"
58.148193359375,58.154296875,"[3 1]","[2 4]"
