unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.405517578125,59.41162109375,"[2 3]","[5 2]"
56.26220703125,56.268310546875,"[3 4]","[2 8]"
58.441162109375,58.447265625,"[1 2]","[3 9]"
26.129150390625,26.13525390625,"[8 9]","[3 3]"
50.54931640625,50.555419921875,"[8 3]","[3 0]"
34.881591796875,34.8876953125,"[1 1]","[3 4]"
54.4921875,54.498291015625,"[2 6]","[3 9]"
51.190185546875,51.1962890625,"[8 4]","[3 8]"
29.656982421875,29.6630859375,"[2 8]","[3 3]"
30.340576171875,30.3466796875,"[0 1]","[4 4]"
