unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
85.345458984375,85.3546142578125,"[3 1 9]","[4 9 2]"
48.5687255859375,48.577880859375,"[8 8 3]","[3 3 4]"
57.38525390625,57.3944091796875,"[0 0 3]","[9 3 9]"
70.7977294921875,70.806884765625,"[3 3 8]","[9 2 3]"
55.4351806640625,55.4443359375,"[8 1 4]","[3 4 3]"
55.023193359375,55.0323486328125,"[0 8 6]","[3 3 9]"
82.6171875,82.6263427734375,"[3 8 5]","[0 3 9]"
79.72412109375,79.7332763671875,"[1 8 0]","[4 3 2]"
56.1676025390625,56.1767578125,"[4 6 2]","[3 9 9]"
75.970458984375,75.9796142578125,"[4 3 3]","[3 9 0]"
