unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
152.947998046875,152.9571533203125,"[9 9 2 2 5]","[2 5 3 7 9]"
196.600341796875,196.6094970703125,"[9 0 3 6 2]","[2 3 2 0 9]"
80.8319091796875,80.841064453125,"[6 3 8 3 2]","[9 0 3 9 9]"
81.9580078125,81.9671630859375,"[9 1 9 3 9]","[3 4 6 0 3]"
109.515380859375,109.5245361328125,"[6 3 1 6 9]","[9 0 3 9 3]"
131.4239501953125,131.43310546875,"[7 6 2 6 8]","[6 9 7 9 3]"
106.82373046875,106.8328857421875,"[3 5 6 4 9]","[9 9 9 8 2]"
160.5926513671875,160.601806640625,"[0 9 3 2 0]","[3 2 9 9 9]"
56.06689453125,56.0760498046875,"[9 9 9 3 9]","[3 3 2 4 3]"
101.4678955078125,101.47705078125,"[6 8 9 3 0]","[9 4 2 2 9]"
