unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
137.054443359375,137.0635986328125,"[9 8 3 4]","[2 3 9 8]"
87.2589111328125,87.26806640625,"[4 4 0 3]","[3 8 9 2]"
78.863525390625,78.8726806640625,"[0 6 6 3]","[9 3 9 4]"
66.815185546875,66.8243408203125,"[5 7 5 3]","[9 2 9 2]"
87.0208740234375,87.030029296875,"[0 1 6 4]","[3 3 9 8]"
51.2603759765625,51.26953125,"[9 4 4 4]","[3 5 8 3]"
93.475341796875,93.4844970703125,"[9 9 0 5]","[3 5 5 8]"
109.039306640625,109.0484619140625,"[7 9 3 2]","[6 3 0 5]"
83.624267578125,83.6334228515625,"[8 7 0 1]","[3 2 2 4]"
94.8760986328125,94.88525390625,"[1 5 7 4]","[9 2 3 3]"
