unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
85.198974609375,85.2081298828125,"[9 9 7 3 3]","[5 2 2 0 0]"
110.833740234375,110.8428955078125,"[9 8 2 0 8]","[2 3 5 2 4]"
77.67333984375,77.6824951171875,"[9 8 9 3 3]","[3 3 6 2 2]"
238.1744384765625,238.18359375,"[3 4 8 2 3]","[2 8 3 3 4]"
84.8785400390625,84.8876953125,"[4 2 8 4 2]","[3 3 3 8 9]"
129.38232421875,129.3914794921875,"[5 4 5 8 9]","[9 5 9 3 2]"
182.757568359375,182.7667236328125,"[3 9 5 8 4]","[4 2 9 3 3]"
171.258544921875,171.2677001953125,"[5 9 2 3 6]","[2 3 9 9 3]"
86.90185546875,86.9110107421875,"[4 0 7 4 4]","[8 9 2 3 5]"
111.090087890625,111.0992431640625,"[8 3 5 9 8]","[3 4 9 6 3]"
