unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
114.44091796875,114.4500732421875,"[2 1 4 0 8]","[0 4 3 5 3]"
120.8404541015625,120.849609375,"[1 7 3 0 5]","[4 2 9 5 9]"
94.0338134765625,94.04296875,"[3 5 1 2 1]","[9 9 4 5 3]"
96.05712890625,96.0662841796875,"[8 6 9 5 3]","[3 9 2 9 2]"
166.3787841796875,166.387939453125,"[4 3 7 9 4]","[3 9 6 3 3]"
83.111572265625,83.1207275390625,"[3 0 3 8 3]","[2 9 9 3 9]"
59.6282958984375,59.637451171875,"[3 8 3 2 1]","[9 4 9 9 4]"
52.3223876953125,52.33154296875,"[8 4 9 8 9]","[3 3 3 3 6]"
86.1602783203125,86.16943359375,"[1 8 8 0 2]","[9 3 5 9 7]"
202.3406982421875,202.349853515625,"[3 3 0 1 5]","[2 0 3 4 9]"
