unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
78.5430908203125,78.55224609375,"[6 0 8]","[9 2 3]"
78.314208984375,78.3233642578125,"[9 3 8]","[5 0 3]"
109.808349609375,109.8175048828125,"[1 4 5]","[4 5 9]"
55.645751953125,55.6549072265625,"[9 9 4]","[2 3 8]"
59.1156005859375,59.124755859375,"[2 1 2]","[9 4 0]"
80.657958984375,80.6671142578125,"[9 2 4]","[2 5 3]"
61.8255615234375,61.834716796875,"[2 9 0]","[5 3 3]"
132.7423095703125,132.75146484375,"[2 6 9]","[9 9 2]"
76.94091796875,76.9500732421875,"[8 0 6]","[5 2 0]"
55.755615234375,55.7647705078125,"[7 3 3]","[2 2 9]"
