unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
57.04345703125,57.049560546875,"[5 8]","[9 3]"
54.9560546875,54.962158203125,"[3 9]","[2 3]"
23.47412109375,23.480224609375,"[8 8]","[3 3]"
58.392333984375,58.3984375,"[3 1]","[0 9]"
26.129150390625,26.13525390625,"[9 8]","[3 3]"
34.881591796875,34.8876953125,"[1 4]","[3 3]"
25.634765625,25.640869140625,"[8 8]","[3 4]"
60.58349609375,60.589599609375,"[5 3]","[9 4]"
26.11083984375,26.116943359375,"[8 4]","[3 3]"
54.705810546875,54.7119140625,"[2 9]","[3 2]"
