unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
87.3138427734375,87.322998046875,"[8 0 9 1]","[5 3 5 4]"
128.2562255859375,128.265380859375,"[1 4 9 3]","[3 8 2 4]"
61.4501953125,61.4593505859375,"[3 5 4 3]","[9 9 8 9]"
88.5589599609375,88.568115234375,"[2 0 1 7]","[9 3 9 6]"
99.3438720703125,99.35302734375,"[6 1 4 9]","[1 4 3 3]"
100.726318359375,100.7354736328125,"[9 3 5 8]","[2 9 9 3]"
132.9437255859375,132.952880859375,"[9 1 5 9]","[5 4 9 6]"
84.2376708984375,84.246826171875,"[6 3 2 7]","[9 9 0 2]"
109.6160888671875,109.625244140625,"[6 4 9 5]","[1 8 2 9]"
30.1666259765625,30.17578125,"[3 3 3 3]","[2 9 2 0]"
