unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
54.7210693359375,54.730224609375,"[9 8 9 2 8]","[2 3 5 3 3]"
83.4503173828125,83.45947265625,"[6 8 7 5 6]","[9 3 2 2 9]"
112.09716796875,112.1063232421875,"[4 4 7 2 9]","[3 8 9 0 6]"
117.645263671875,117.6544189453125,"[0 1 5 8 7]","[3 4 9 3 2]"
84.9609375,84.9700927734375,"[9 5 5 7 8]","[2 9 9 2 3]"
144.32373046875,144.3328857421875,"[6 7 3 2 3]","[9 2 4 3 0]"
157.72705078125,157.7362060546875,"[6 4 0 6 3]","[9 3 3 9 4]"
126.470947265625,126.4801025390625,"[0 8 3 4 8]","[5 3 9 8 3]"
131.781005859375,131.7901611328125,"[5 9 3 9 5]","[9 2 4 5 9]"
130.26123046875,130.2703857421875,"[3 2 0 4 4]","[2 9 3 8 5]"
