unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
113.836669921875,113.8458251953125,"[0 2 3]","[2 0 2]"
82.9193115234375,82.928466796875,"[0 9 4]","[3 2 5]"
29.443359375,29.4525146484375,"[8 8 7]","[3 3 3]"
79.833984375,79.8431396484375,"[7 8 1]","[3 5 4]"
55.096435546875,55.1055908203125,"[6 1 1]","[9 3 4]"
79.4403076171875,79.449462890625,"[3 4 6]","[2 5 9]"
61.5142822265625,61.5234375,"[1 6 0]","[9 9 3]"
71.44775390625,71.4569091796875,"[8 3 3]","[3 0 9]"
59.0423583984375,59.051513671875,"[3 0 7]","[4 2 2]"
54.638671875,54.6478271484375,"[3 6 9]","[2 9 2]"
