unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
115.2374267578125,115.24658203125,"[5 0 9 9 1]","[9 3 3 2 4]"
82.525634765625,82.5347900390625,"[9 3 1 3 3]","[2 2 4 9 0]"
166.497802734375,166.5069580078125,"[5 1 9 2 9]","[2 9 3 5 3]"
132.45849609375,132.4676513671875,"[3 7 9 0 2]","[9 3 3 3 9]"
142.6116943359375,142.620849609375,"[7 4 3 1 6]","[3 8 2 4 0]"
177.5848388671875,177.593994140625,"[6 5 9 2 4]","[0 9 6 5 8]"
105.43212890625,105.4412841796875,"[9 9 6 4 8]","[3 2 9 8 3]"
80.657958984375,80.6671142578125,"[3 7 0 8 8]","[9 9 3 3 3]"
157.4798583984375,157.489013671875,"[3 5 1 5 9]","[0 8 4 9 5]"
118.4051513671875,118.414306640625,"[8 3 8 1 5]","[3 2 3 4 9]"
