unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
51.8310546875,51.837158203125,"[8 1]","[3 4]"
26.86767578125,26.873779296875,"[4 9]","[3 3]"
54.656982421875,54.6630859375,"[9 3]","[5 2]"
24.86572265625,24.871826171875,"[9 6]","[3 3]"
60.8642578125,60.870361328125,"[0 2]","[5 9]"
54.705810546875,54.7119140625,"[9 2]","[2 3]"
61.2548828125,61.260986328125,"[5 6]","[9 0]"
61.053466796875,61.0595703125,"[3 5]","[9 2]"
30.291748046875,30.2978515625,"[3 3]","[2 9]"
60.711669921875,60.7177734375,"[9 0]","[2 3]"
