unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
25.81787109375,25.823974609375,"[4 9]","[3 3]"
47.03369140625,47.039794921875,"[3 8]","[0 3]"
29.2724609375,29.278564453125,"[7 7]","[2 2]"
54.052734375,54.058837890625,"[7 4]","[6 5]"
60.821533203125,60.82763671875,"[2 4]","[5 8]"
58.258056640625,58.26416015625,"[3 2]","[0 5]"
141.046142578125,141.05224609375,"[3 9]","[9 3]"
56.982421875,56.988525390625,"[9 2]","[5 3]"
27.05078125,27.056884765625,"[6 6]","[9 1]"
54.571533203125,54.57763671875,"[2 4]","[3 5]"
