unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
113.9190673828125,113.92822265625,"[8 5 9 1 8]","[3 2 6 9 3]"
112.9852294921875,112.994384765625,"[6 1 3 5 3]","[3 4 2 9 4]"
153.643798828125,153.6529541015625,"[4 2 3 2 9]","[8 9 2 3 2]"
85.9039306640625,85.9130859375,"[3 5 6 5 3]","[0 9 9 2 9]"
135.8917236328125,135.90087890625,"[2 8 3 8 9]","[5 5 9 4 2]"
130.609130859375,130.6182861328125,"[1 2 0 0 9]","[4 9 2 3 3]"
163.2293701171875,163.238525390625,"[3 9 3 9 2]","[9 3 4 3 9]"
136.04736328125,136.0565185546875,"[9 2 1 3 4]","[3 9 3 9 3]"
83.7890625,83.7982177734375,"[8 3 8 1 5]","[3 9 3 3 9]"
124.969482421875,124.9786376953125,"[8 8 7 9 3]","[3 5 6 2 9]"
