unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
30.2978515625,30.303955078125,"[2 3]","[9 9]"
52.716064453125,52.72216796875,"[7 4]","[6 3]"
46.380615234375,46.38671875,"[8 9]","[3 2]"
30.194091796875,30.2001953125,"[8 0]","[3 3]"
48.27880859375,48.284912109375,"[4 8]","[8 3]"
26.11083984375,26.116943359375,"[4 8]","[3 3]"
28.314208984375,28.3203125,"[3 3]","[9 9]"
51.11083984375,51.116943359375,"[8 3]","[3 9]"
36.639404296875,36.6455078125,"[5 1]","[9 9]"
52.5634765625,52.569580078125,"[8 3]","[3 9]"
