unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.3994140625,59.4085693359375,"[3 1 9]","[2 9 2]"
62.109375,62.1185302734375,"[3 3 5]","[4 2 9]"
55.1971435546875,55.206298828125,"[9 1 9]","[3 4 3]"
51.5533447265625,51.5625,"[4 4 6]","[3 3 9]"
63.519287109375,63.5284423828125,"[5 0 5]","[9 3 9]"
51.8829345703125,51.89208984375,"[6 3 3]","[9 2 9]"
89.4744873046875,89.483642578125,"[9 5 3]","[6 9 0]"
84.5489501953125,84.55810546875,"[6 2 1]","[0 3 4]"
51.1322021484375,51.141357421875,"[4 9 8]","[3 2 3]"
62.109375,62.1185302734375,"[5 3 5]","[9 2 2]"
