unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
82.50732421875,82.5164794921875,"[9 2 3]","[5 9 9]"
55.1513671875,55.1605224609375,"[8 8 3]","[4 3 0]"
82.1868896484375,82.196044921875,"[3 6 1]","[4 0 9]"
107.720947265625,107.7301025390625,"[9 6 3]","[3 9 0]"
131.3690185546875,131.378173828125,"[2 5 9]","[0 9 5]"
59.3536376953125,59.36279296875,"[3 1 3]","[2 4 2]"
84.283447265625,84.2926025390625,"[1 2 4]","[4 9 8]"
84.393310546875,84.4024658203125,"[3 7 0]","[0 2 9]"
83.8531494140625,83.8623046875,"[9 2 1]","[5 3 4]"
81.8572998046875,81.866455078125,"[0 6 3]","[2 9 0]"
