unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.5733642578125,59.58251953125,"[4 6 5]","[3 9 9]"
81.2255859375,81.2347412109375,"[3 9 1]","[0 3 3]"
55.7464599609375,55.755615234375,"[1 9 4]","[4 3 3]"
78.2684326171875,78.277587890625,"[6 4 8]","[9 8 3]"
83.184814453125,83.1939697265625,"[6 2 4]","[3 0 8]"
65.185546875,65.1947021484375,"[2 5 6]","[9 8 9]"
30.9356689453125,30.94482421875,"[3 3 3]","[9 0 4]"
57.0831298828125,57.09228515625,"[6 1 3]","[0 9 9]"
53.3935546875,53.4027099609375,"[8 3 3]","[5 2 9]"
61.8896484375,61.8988037109375,"[2 3 5]","[5 9 9]"
