unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
84.9517822265625,84.9609375,"[9 7 5]","[3 6 9]"
57.4310302734375,57.440185546875,"[0 9 4]","[5 3 3]"
88.531494140625,88.5406494140625,"[0 1 7]","[3 4 2]"
79.2205810546875,79.229736328125,"[6 1 9]","[3 4 2]"
88.2843017578125,88.29345703125,"[7 5 0]","[3 9 2]"
66.2933349609375,66.302490234375,"[0 3 5]","[5 9 9]"
166.9830322265625,166.9921875,"[5 3 9]","[2 9 3]"
61.5142822265625,61.5234375,"[1 0 1]","[9 3 3]"
81.2347412109375,81.243896484375,"[3 6 7]","[0 9 2]"
78.9459228515625,78.955078125,"[8 9 2]","[3 2 5]"
