unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
47.564697265625,47.57080078125,"[3 8]","[4 3]"
56.79931640625,56.805419921875,"[0 6]","[5 9]"
55.908203125,55.914306640625,"[1 7]","[4 6]"
30.84716796875,30.853271484375,"[0 0]","[3 9]"
53.045654296875,53.0517578125,"[3 0]","[4 2]"
51.959228515625,51.96533203125,"[1 8]","[4 3]"
50.567626953125,50.57373046875,"[3 9]","[9 2]"
54.52880859375,54.534912109375,"[8 5]","[3 9]"
58.60595703125,58.612060546875,"[2 3]","[0 9]"
57.40966796875,57.415771484375,"[2 4]","[5 8]"
