unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
55.6396484375,55.645751953125,"[1 8]","[3 4]"
58.917236328125,58.92333984375,"[0 1]","[2 4]"
26.86767578125,26.873779296875,"[9 8]","[3 3]"
54.315185546875,54.3212890625,"[2 3]","[3 9]"
55.352783203125,55.35888671875,"[9 5]","[3 9]"
56.14013671875,56.146240234375,"[4 3]","[3 0]"
49.2431640625,49.249267578125,"[8 6]","[3 0]"
56.671142578125,56.67724609375,"[7 3]","[2 9]"
50.421142578125,50.42724609375,"[0 8]","[2 3]"
58.72802734375,58.734130859375,"[3 0]","[2 3]"
