unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
47.406005859375,47.4151611328125,"[9 8 8]","[2 3 3]"
88.4765625,88.4857177734375,"[7 9 5]","[2 3 9]"
76.8310546875,76.8402099609375,"[8 7 6]","[3 2 0]"
77.142333984375,77.1514892578125,"[4 8 3]","[8 5 9]"
82.635498046875,82.6446533203125,"[1 3 9]","[4 2 5]"
53.045654296875,53.0548095703125,"[8 7 8]","[3 2 3]"
81.8572998046875,81.866455078125,"[7 8 4]","[9 3 8]"
93.20068359375,93.2098388671875,"[7 3 5]","[3 2 9]"
92.2943115234375,92.303466796875,"[7 3 2]","[3 9 5]"
82.5897216796875,82.598876953125,"[9 7 6]","[5 2 3]"
