unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
75.6591796875,75.6683349609375,"[9 8 3]","[3 3 0]"
56.3690185546875,56.378173828125,"[1 9 1]","[3 2 9]"
83.8623046875,83.8714599609375,"[4 1 2]","[3 4 0]"
58.5205078125,58.5296630859375,"[7 3 6]","[2 2 9]"
52.093505859375,52.1026611328125,"[4 4 8]","[3 8 3]"
79.8431396484375,79.852294921875,"[8 6 1]","[3 1 4]"
53.5858154296875,53.594970703125,"[8 1 8]","[3 4 3]"
82.91015625,82.9193115234375,"[4 9 2]","[3 5 0]"
106.036376953125,106.0455322265625,"[9 3 2]","[2 9 7]"
89.776611328125,89.7857666015625,"[5 2 4]","[9 3 8]"
