unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
90.0054931640625,90.0146484375,"[1 5 9 8]","[4 8 3 3]"
84.320068359375,84.3292236328125,"[1 4 3 8]","[3 3 9 3]"
108.4442138671875,108.453369140625,"[1 8 4 3]","[4 3 3 2]"
105.6793212890625,105.6884765625,"[4 0 3 6]","[3 4 9 9]"
127.1484375,127.1575927734375,"[7 8 4 3]","[2 3 8 9]"
59.8114013671875,59.820556640625,"[0 1 1 8]","[4 4 3 3]"
78.0303955078125,78.03955078125,"[9 2 0 2]","[3 3 9 9]"
128.759765625,128.7689208984375,"[9 3 4 8]","[3 4 3 3]"
92.0745849609375,92.083740234375,"[5 3 3 0]","[9 2 9 5]"
92.2943115234375,92.303466796875,"[8 4 2 3]","[3 8 9 9]"
