unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
63.4552001953125,63.46435546875,"[3 3 3 5 5]","[4 9 9 9 9]"
140.478515625,140.4876708984375,"[5 9 9 6 7]","[9 3 2 9 6]"
109.295654296875,109.3048095703125,"[4 4 3 1 8]","[3 3 9 4 3]"
184.4512939453125,184.46044921875,"[9 4 2 7 1]","[2 8 9 2 3]"
83.770751953125,83.7799072265625,"[7 8 1 9 1]","[2 3 3 3 9]"
75.2471923828125,75.25634765625,"[8 6 6 3 6]","[3 3 9 0 9]"
140.5975341796875,140.606689453125,"[7 9 3 1 6]","[3 5 9 4 9]"
189.7064208984375,189.715576171875,"[9 2 3 0 9]","[2 7 9 3 3]"
97.22900390625,97.2381591796875,"[2 3 7 8 6]","[9 2 2 3 9]"
101.4495849609375,101.458740234375,"[8 7 6 0 7]","[3 3 0 3 6]"
