unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
56.964111328125,56.97021484375,"[6 7]","[9 2]"
31.14013671875,31.146240234375,"[0 0]","[5 9]"
67.22412109375,67.230224609375,"[1 5]","[9 8]"
50.50048828125,50.506591796875,"[8 6]","[4 3]"
49.481201171875,49.4873046875,"[8 9]","[4 2]"
27.215576171875,27.2216796875,"[2 8]","[3 3]"
59.014892578125,59.02099609375,"[3 5]","[0 9]"
50.250244140625,50.25634765625,"[9 8]","[5 3]"
54.766845703125,54.77294921875,"[9 0]","[5 3]"
52.67333984375,52.679443359375,"[6 4]","[9 3]"
