unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
53.94287109375,53.9520263671875,"[3 2 0 8 8]","[9 9 9 3 5]"
89.154052734375,89.1632080078125,"[9 1 3 3 3]","[2 4 2 9 9]"
88.29345703125,88.3026123046875,"[2 7 5 2 8]","[0 9 9 5 3]"
103.45458984375,103.4637451171875,"[4 9 6 8 8]","[5 2 0 3 3]"
165.9393310546875,165.948486328125,"[5 7 6 4 1]","[9 2 0 5 4]"
58.355712890625,58.3648681640625,"[7 6 1 8 9]","[2 3 3 3 3]"
106.7596435546875,106.768798828125,"[8 6 6 3 2]","[3 9 9 0 3]"
148.9837646484375,148.992919921875,"[2 9 0 1 8]","[9 2 3 3 3]"
179.022216796875,179.0313720703125,"[0 9 3 3 0]","[3 3 2 0 5]"
114.8162841796875,114.825439453125,"[2 8 5 8 4]","[5 3 9 3 5]"
